village,date,pH,turbidity,dissolved_oxygen,nitrates,coliform,rainfall,temperature,diarrhea_cases,growth_rate,contamination_score
Ambegaon,2023-11-12,6.45,2.13,9.43,6.23,23.2,1.2,23.4,3,0.16,10.01
Jawahar Nagar,2023-11-12,7.48,1.18,8.94,48.72,146.4,25.9,23.0,13,0.706,45.24
Tulsipur,2023-11-13,7.02,2.54,7.68,11.19,50.9,2.6,21.2,4,0.241,15.54
Vadgaon,2023-11-13,6.63,2.12,7.72,8.26,27.8,5.6,22.6,2,0.134,15.47
Jawahar Nagar,2023-11-13,7.25,1.01,7.69,8.04,23.6,7.8,22.1,4,0.167,7.52
Shivgarh,2023-11-13,6.37,1.0,9.76,17.05,47.8,4.7,24.7,5,0.252,16.98
Tarwada,2023-11-13,6.75,1.1,9.33,10.46,44.0,8.4,21.8,5,0.217,8.14
Wagholi,2023-11-13,6.54,1.0,9.89,9.8,17.1,6.3,21.4,4,0.183,6.83
Pimpalgaon,2023-11-14,7.44,1.23,10.0,23.76,76.3,40.5,21.6,8,0.39,16.8
Karanjgaon,2023-11-14,6.21,1.0,7.88,18.13,57.2,7.3,21.8,6,0.319,16.37
Bhimnagar,2023-11-14,5.96,2.45,9.43,20.12,109.5,21.8,23.4,8,0.469,28.08
Vadgaon,2023-11-14,6.85,6.67,7.25,8.21,81.4,2.5,23.9,9,0.44,41.97
Sonegaon,2023-11-14,7.22,2.18,8.6,15.76,58.4,34.1,25.1,4,0.313,21.34
Nandgaon,2023-11-14,7.82,1.78,8.09,11.01,50.0,34.8,22.6,5,0.284,15.38
Bhavanipur,2023-11-14,6.65,1.0,10.0,24.68,53.0,3.1,25.6,4,0.348,15.86
Sitapur,2023-11-15,7.16,1.0,10.0,8.96,50.4,14.1,21.9,5,0.336,13.71
Gopalnagar,2023-11-15,6.18,2.85,8.96,7.19,48.2,0.0,22.2,5,0.264,18.01
Pimpalgaon,2023-11-15,6.4,4.36,6.67,8.67,62.9,8.1,22.9,7,0.304,26.55
Dhamangaon,2023-11-15,6.8,4.52,8.45,6.5,49.4,0.2,26.1,5,0.278,26.0
Salegaon,2023-11-15,6.91,4.93,8.63,34.18,128.3,23.6,27.3,11,0.594,47.53
Vadgaon,2023-11-15,7.23,1.0,9.45,7.59,37.3,9.0,24.0,6,0.223,10.36
Vadgaon,2023-11-16,5.97,1.0,8.92,11.87,39.4,0.1,24.6,3,0.215,13.12
Sundarpur,2023-11-16,6.3,1.57,9.05,8.39,35.4,12.0,21.9,5,0.191,12.83
Vadgaon,2023-11-16,6.48,2.41,8.53,11.47,38.0,6.2,21.9,4,0.185,18.35
Ranjangaon,2023-11-16,6.07,4.78,8.06,14.53,78.6,34.9,22.2,7,0.351,36.74
Sundarpur,2023-11-16,8.25,1.0,10.0,18.85,54.5,19.6,25.8,6,0.31,17.25
Sitapur,2023-11-17,7.62,1.0,10.0,6.35,8.6,1.6,22.2,1,0.186,6.73
Tulsipur,2023-11-17,6.15,3.77,9.0,11.23,98.1,8.5,21.5,9,0.477,31.66
Sitapur,2023-11-17,6.78,1.0,9.26,8.09,35.5,10.4,21.2,4,0.203,7.82
Karanjgaon,2023-11-17,6.4,1.59,8.47,10.43,37.8,20.7,24.1,6,0.321,14.46
Rampur,2023-11-17,6.88,1.0,10.0,6.59,13.7,1.6,21.5,7,0.224,10.44
Sonegaon,2023-11-17,6.2,3.93,7.92,9.15,48.1,8.0,23.0,8,0.352,24.17
Balkishan,2023-11-18,6.37,1.4,10.0,5.78,36.8,1.2,24.1,5,0.299,14.35
Malegaon,2023-11-18,6.51,4.21,7.19,8.61,43.9,0.5,22.3,4,0.309,20.19
Sundarpur,2023-11-18,6.81,2.09,8.45,17.51,54.4,5.7,23.0,5,0.253,17.83
Bhavanipur,2023-11-18,6.91,1.39,7.58,10.02,28.3,6.0,20.0,3,0.143,11.38
Dhamangaon,2023-11-18,8.33,1.16,9.73,9.56,23.8,17.3,23.7,6,0.176,13.25
Salegaon,2023-11-18,6.49,2.91,7.57,15.17,186.0,9.4,21.9,13,0.776,47.02
Krishnapur,2023-11-18,6.11,1.68,10.0,12.98,55.6,1.2,22.9,5,0.393,15.12
Radhapur,2023-11-18,6.48,3.81,7.56,12.3,60.7,5.7,22.7,5,0.332,27.94
Ambegaon,2023-11-19,6.41,1.0,9.45,7.66,26.7,7.0,25.3,2,0.153,5.59
Sundarpur,2023-11-19,8.03,2.71,8.38,6.47,45.5,5.8,23.1,4,0.256,17.2
Belpur,2023-11-19,6.12,1.0,8.22,8.62,36.4,17.7,22.5,4,0.231,7.52
Vadgaon,2023-11-20,7.08,3.52,9.87,16.68,78.9,6.5,22.1,6,0.433,26.23
Nandgaon,2023-11-20,8.43,2.36,9.22,27.26,127.9,53.7,22.8,11,0.585,44.49
Sundarpur,2023-11-20,6.92,1.0,8.24,40.66,95.4,6.0,24.8,9,0.46,29.61
Bhimnagar,2023-11-20,8.02,1.51,9.46,5.83,11.2,1.1,23.0,2,0.126,8.6
Sitapur,2023-11-20,6.53,3.3,8.1,14.85,68.3,22.9,24.3,6,0.329,25.12
Madhavpur,2023-11-20,6.77,1.51,9.02,8.95,26.1,9.5,26.6,4,0.208,9.49
Madhavpur,2023-11-21,6.96,1.0,9.3,10.6,22.1,0.5,24.8,4,0.228,6.45
Karanjgaon,2023-11-21,5.79,9.15,4.38,36.6,167.3,6.6,23.5,14,0.721,78.81
Devgaon,2023-11-21,6.09,2.84,7.81,17.07,165.7,6.1,22.7,13,0.771,44.51
Sonegaon,2023-11-21,6.96,1.0,10.0,8.85,25.0,13.6,20.0,5,0.21,6.37
Chikhali,2023-11-21,7.22,1.09,10.0,40.75,131.4,11.4,24.2,11,0.627,38.13
Jawahar Nagar,2023-11-21,6.86,1.0,9.69,9.68,27.0,22.8,22.2,5,0.228,8.59
Khandala,2023-11-21,7.47,2.38,8.9,7.92,190.0,0.2,21.9,15,0.817,44.83
Dhamangaon,2023-11-22,7.81,1.0,9.71,9.62,30.1,16.6,22.8,4,0.201,10.78
Radhapur,2023-11-22,7.46,2.05,10.0,6.22,26.2,3.7,21.7,2,0.238,7.27
Wagholi,2023-11-22,7.37,8.86,5.91,8.83,99.9,11.8,21.8,8,0.483,48.79
Salegaon,2023-11-22,6.91,4.74,8.81,11.07,66.5,15.8,23.2,7,0.358,28.73
Laxmipur,2023-11-22,7.68,1.0,9.35,13.22,58.6,36.0,20.3,6,0.315,15.91
Balkishan,2023-11-22,7.36,1.0,10.0,13.21,62.3,42.3,25.0,7,0.315,19.39
Ambegaon,2023-11-22,6.78,1.0,8.78,8.2,32.8,17.1,21.7,4,0.298,10.16
Ranjangaon,2023-11-22,7.15,1.0,10.0,11.98,35.7,4.8,20.0,6,0.201,12.56
Karanjgaon,2023-11-23,7.11,3.77,7.35,9.79,99.1,16.6,21.7,6,0.517,33.11
Chikhali,2023-11-23,7.04,1.29,10.0,47.78,125.2,26.1,20.0,11,0.638,43.02
Wagholi,2023-11-23,6.78,1.74,9.43,8.83,41.0,5.3,22.3,4,0.26,12.62
Bhavanipur,2023-11-23,6.82,1.0,9.06,12.0,32.8,24.7,23.1,4,0.255,10.21
Madhavpur,2023-11-23,5.57,1.0,9.11,16.47,99.8,4.8,24.2,6,0.463,25.47
Pimpalgaon,2023-11-23,6.25,1.0,9.65,9.48,36.0,13.1,22.3,5,0.212,8.29
Gopalnagar,2023-11-24,6.17,2.84,8.08,11.77,54.5,21.0,23.9,5,0.251,23.2
Harinagar,2023-11-24,6.49,3.43,6.87,12.69,87.1,25.3,23.1,8,0.482,29.04
Ranjangaon,2023-11-24,5.9,1.0,9.02,7.95,19.6,15.5,25.8,4,0.14,9.97
Belpur,2023-11-24,6.46,4.88,8.74,9.71,85.0,17.3,23.3,8,0.432,34.97
Sitapur,2023-11-24,7.15,1.0,8.96,12.04,47.0,8.4,23.1,7,0.461,16.26
Gopalnagar,2023-11-24,7.24,1.73,9.82,15.35,46.6,3.5,20.7,5,0.269,16.43
Chikhali,2023-11-24,6.78,1.39,7.42,10.57,70.3,27.2,24.6,7,0.359,18.6
Balkishan,2023-11-24,6.74,4.07,8.26,17.57,76.2,10.2,23.3,6,0.461,29.46
Morwada,2023-11-25,7.04,4.58,8.25,15.55,98.0,31.5,21.0,7,0.463,34.92
Bhavanipur,2023-11-25,7.03,1.07,8.79,15.8,79.7,15.5,24.1,5,0.387,17.74
Salegaon,2023-11-25,6.54,1.0,9.5,14.14,36.3,25.2,22.8,5,0.218,13.77
Nandgaon,2023-11-25,7.64,2.69,8.43,11.63,80.2,26.5,20.4,6,0.403,26.06
Umargaon,2023-11-26,6.91,2.47,9.5,10.69,68.3,20.0,24.9,7,0.315,16.43
Laxmipur,2023-11-26,7.46,1.0,10.0,8.82,19.3,7.1,23.0,5,0.26,10.0
Balkishan,2023-11-26,6.8,1.7,9.04,6.22,19.9,6.6,21.9,3,0.114,9.8
Belpur,2023-11-26,6.63,1.41,9.83,10.67,35.9,17.1,21.7,4,0.207,11.25
Ranjangaon,2023-11-26,6.1,1.0,9.46,15.53,58.1,12.8,23.3,5,0.271,17.41
Tulsipur,2023-11-26,7.67,1.0,10.0,13.89,39.9,18.5,21.0,7,0.26,18.08
Bhimnagar,2023-11-26,7.03,1.0,8.75,15.2,41.8,31.9,26.3,5,0.258,10.07
Devgaon,2023-11-27,8.08,1.11,9.1,6.76,37.2,6.6,23.6,8,0.327,10.96
Wagholi,2023-11-27,7.6,1.0,10.0,8.8,31.1,2.0,23.8,5,0.186,9.6
Jawahar Nagar,2023-11-27,6.94,5.79,5.94,14.58,88.9,13.4,25.4,11,0.587,36.18
Gopalnagar,2023-11-27,8.05,1.36,7.74,6.5,45.1,3.9,20.9,6,0.272,15.69
Balkishan,2023-11-27,7.16,1.0,9.13,16.75,68.9,12.1,22.8,6,0.395,16.19
Sundarpur,2023-11-27,7.54,1.0,9.2,12.98,37.4,28.9,20.4,4,0.375,13.18
Morwada,2023-11-27,6.28,2.45,10.0,7.98,33.8,3.1,24.8,2,0.22,13.77
Malegaon,2023-11-27,5.96,1.0,10.0,14.07,30.1,10.1,21.5,2,0.184,11.71
Ranjangaon,2023-11-27,6.45,2.93,9.23,16.38,74.7,57.5,21.5,7,0.367,21.83
Bhimnagar,2023-11-27,7.49,3.59,9.38,10.49,54.7,17.3,21.7,5,0.278,24.02
Belpur,2023-11-28,6.33,1.0,9.18,15.12,161.3,30.4,23.2,13,0.787,40.24
Rampur,2023-11-28,7.43,4.41,7.21,16.24,163.8,6.6,20.6,14,0.748,49.65
Pimpalgaon,2023-11-28,6.64,2.11,9.18,21.24,83.9,18.9,20.7,7,0.437,20.89
Belpur,2023-11-28,7.04,3.4,7.84,11.11,54.4,5.8,20.9,4,0.282,22.16
Tarwada,2023-11-28,7.42,5.97,7.84,8.14,90.6,3.1,24.1,7,0.532,35.62
Tulsipur,2023-11-28,7.63,1.0,8.33,15.04,55.7,16.7,21.8,4,0.345,14.91
Sonegaon,2023-11-28,6.93,1.0,10.0,7.83,11.6,4.3,20.5,4,0.128,4.3
Harinagar,2023-11-29,7.03,1.57,10.0,9.16,30.2,5.0,25.0,3,0.213,7.08
Madhavpur,2023-11-29,8.04,1.83,8.71,8.8,30.6,4.0,22.5,3,0.152,12.99
Sitapur,2023-11-29,7.91,3.09,8.78,25.87,142.3,37.9,23.5,12,0.637,52.1
Shivgarh,2023-11-29,7.46,1.0,8.48,9.89,46.4,18.7,22.7,3,0.233,10.84
Jawahar Nagar,2023-11-29,7.23,2.67,9.44,6.74,40.7,5.1,21.3,4,0.221,15.1
Pimpalgaon,2023-11-29,5.54,2.27,8.99,15.77,53.5,16.3,21.0,8,0.409,23.26
Salegaon,2023-11-29,6.19,6.04,5.89,7.58,165.5,14.4,22.9,10,0.733,50.8
Khandala,2023-11-30,7.23,1.0,10.0,6.35,31.3,0.1,23.0,3,0.168,5.2
Rampur,2023-11-30,7.73,1.0,9.46,11.93,36.3,39.1,23.2,4,0.269,18.65
Krishnapur,2023-11-30,6.55,1.0,9.35,15.1,58.0,7.5,20.1,5,0.301,16.9
Belpur,2023-11-30,6.02,1.0,9.28,7.81,24.4,6.6,21.6,2,0.258,4.8
Vadgaon,2023-11-30,7.19,1.0,8.67,36.8,128.1,20.8,23.0,10,0.662,30.9
Madhavpur,2023-11-30,6.05,1.96,8.18,5.46,167.2,1.4,22.7,13,0.725,33.51
Khandala,2023-11-30,6.66,1.0,10.0,7.35,16.1,13.7,22.7,6,0.193,6.7
Ranjangaon,2023-12-01,7.84,1.0,8.92,12.28,33.8,17.0,23.1,4,0.282,12.65
Sonegaon,2023-12-01,6.77,1.01,7.94,5.33,52.0,1.0,25.2,6,0.273,11.84
Salegaon,2023-12-02,6.97,5.42,7.1,9.57,80.0,21.8,22.6,7,0.441,36.02
Sitapur,2023-12-02,6.51,2.52,10.0,11.24,67.9,10.6,22.1,9,0.429,23.01
Balkishan,2023-12-02,7.5,1.0,9.04,15.28,51.2,47.6,21.5,5,0.238,15.53
Sundarpur,2023-12-02,7.6,2.68,7.27,13.47,45.8,4.3,20.9,5,0.253,15.43
Jawahar Nagar,2023-12-02,7.42,3.38,9.35,9.83,64.8,25.2,22.7,7,0.35,22.28
Harinagar,2023-12-02,6.19,7.99,5.33,11.56,116.8,13.7,21.0,8,0.587,54.31
Madhavpur,2023-12-02,6.89,1.0,9.44,15.82,38.5,15.5,20.0,5,0.237,11.94
Radhapur,2023-12-02,6.57,1.0,10.0,10.81,21.1,7.9,21.9,5,0.18,3.6
Shivgarh,2023-12-02,6.6,2.05,9.45,21.97,85.8,34.7,22.5,6,0.37,26.55
Bhimnagar,2023-12-03,7.53,1.36,9.57,23.65,55.3,0.2,20.8,4,0.325,20.05
Ranjangaon,2023-12-03,6.39,4.54,7.54,10.79,58.6,14.6,24.6,6,0.34,24.14
Bhimnagar,2023-12-03,6.73,1.39,10.0,5.6,13.4,2.8,24.2,1,0.159,3.6
Bhimnagar,2023-12-03,7.05,1.44,9.15,17.07,74.7,33.3,23.4,5,0.38,18.49
Pimpalgaon,2023-12-03,5.97,2.35,10.0,25.59,91.4,10.9,20.9,10,0.437,32.24
Krishnapur,2023-12-03,6.58,2.81,9.0,17.84,57.7,8.2,25.9,10,0.482,22.7
Chikhali,2023-12-03,6.18,4.46,8.81,9.34,70.6,2.8,21.5,5,0.394,24.95
Karanjgaon,2023-12-04,7.31,1.77,8.25,8.25,28.5,18.2,20.8,3,0.221,11.73
Sundarpur,2023-12-04,6.9,5.44,7.64,12.23,77.0,15.0,22.6,7,0.356,33.17
Nandgaon,2023-12-04,6.48,5.19,7.67,13.37,99.5,45.8,21.9,10,0.478,36.24
Malegaon,2023-12-04,6.08,2.0,8.07,13.82,68.5,22.5,20.9,6,0.416,18.45
Dhamangaon,2023-12-04,7.0,1.0,9.48,13.26,39.3,22.0,22.4,7,0.325,12.29
Radhapur,2023-12-04,6.62,1.0,9.06,9.71,26.8,11.0,23.5,4,0.207,7.33
Sonegaon,2023-12-04,6.93,3.24,7.33,7.11,47.8,7.3,22.4,4,0.316,13.52
Nandgaon,2023-12-04,7.53,3.89,7.22,10.26,49.6,1.9,23.1,4,0.287,23.04
Dhamangaon,2023-12-05,6.88,1.0,9.45,12.72,102.0,31.8,22.7,7,0.428,23.52
Madhavpur,2023-12-05,7.11,1.0,9.29,8.11,14.1,2.4,22.4,5,0.14,4.88
Sonegaon,2023-12-05,6.17,10.0,4.53,6.19,99.9,7.3,22.4,10,0.639,54.72
Chandpur,2023-12-05,6.77,1.0,10.0,12.78,36.6,32.8,20.0,4,0.219,13.47
Harinagar,2023-12-05,6.86,2.29,9.75,11.18,43.8,20.9,22.2,3,0.215,12.98
Sundarpur,2023-12-05,7.18,2.01,8.22,10.95,42.4,32.0,20.0,3,0.293,14.07
Sitapur,2023-12-05,7.31,1.0,8.9,40.3,120.8,4.0,20.4,8,0.592,32.28
Malegaon,2023-12-05,7.8,4.3,7.54,20.25,119.9,29.7,22.7,8,0.534,42.95
Morwada,2023-12-05,6.8,1.29,10.0,9.17,16.6,1.0,23.1,3,0.109,4.25
Belpur,2023-12-06,6.71,1.0,9.57,40.01,105.5,2.0,22.1,11,0.543,34.8
Bhavanipur,2023-12-06,6.3,9.28,4.21,11.7,122.3,19.1,20.9,10,0.627,61.8
Vadgaon,2023-12-06,7.82,1.0,10.0,47.09,166.3,58.2,20.3,15,0.734,52.5
Chandpur,2023-12-06,6.67,1.0,9.56,9.05,30.9,18.3,20.4,2,0.198,7.41
Jawahar Nagar,2023-12-06,6.16,3.03,9.42,7.73,58.3,13.3,21.7,4,0.329,21.14
Khandala,2023-12-06,7.04,1.89,9.39,9.3,46.2,19.9,20.0,5,0.247,11.85
Morwada,2023-12-06,6.76,1.0,8.3,6.68,58.6,4.2,21.8,3,0.231,11.78
Radhapur,2023-12-06,7.75,1.0,9.68,5.91,7.2,4.7,21.8,4,0.117,0.0
Sitapur,2023-12-06,6.29,8.1,6.23,13.31,123.0,53.1,23.1,9,0.564,58.11
Ambegaon,2023-12-06,6.61,2.56,8.83,21.47,111.6,0.2,22.2,10,0.584,33.08
Nandgaon,2023-12-07,5.88,2.37,7.63,33.39,121.5,69.7,20.7,10,0.653,40.26
Nandgaon,2023-12-07,7.3,1.0,10.0,14.48,46.6,23.4,22.5,7,0.343,16.89
Wagholi,2023-12-07,6.4,1.0,8.82,18.31,74.6,44.0,22.0,7,0.333,18.62
Laxmipur,2023-12-07,7.09,1.0,9.19,5.43,7.8,0.5,20.0,0,0.058,1.7
Sundarpur,2023-12-07,6.45,2.34,8.36,10.4,42.4,29.4,22.1,5,0.251,15.41
Tarwada,2023-12-08,7.38,2.08,9.16,7.45,25.3,9.3,22.5,3,0.222,8.37
Nandgaon,2023-12-08,6.45,6.98,5.88,7.14,91.0,11.7,20.3,8,0.426,41.64
Bhimnagar,2023-12-08,7.4,1.0,9.35,15.53,43.3,28.1,23.7,7,0.28,18.19
Ambegaon,2023-12-08,7.87,2.74,8.77,13.4,66.9,22.2,22.3,6,0.304,23.31
Nandgaon,2023-12-08,7.57,9.45,3.0,6.54,98.5,9.2,21.7,8,0.475,54.69
Umargaon,2023-12-08,7.55,1.0,9.17,6.16,25.2,4.5,22.1,4,0.267,6.85
Chandpur,2023-12-09,7.63,2.07,7.92,49.62,191.8,16.8,23.2,20,0.927,67.12
Balkishan,2023-12-09,6.27,1.0,10.0,8.62,39.7,16.0,24.7,2,0.242,9.68
Dhamangaon,2023-12-09,6.66,1.0,9.9,38.43,96.7,13.6,23.6,8,0.545,27.09
Karanjgaon,2023-12-09,7.15,1.0,8.57,13.29,71.8,10.5,21.1,5,0.373,16.36
Morwada,2023-12-09,7.21,1.3,9.17,9.97,25.8,16.0,21.0,3,0.169,7.18
Jawahar Nagar,2023-12-09,6.41,2.91,6.76,9.49,64.6,18.1,22.4,5,0.311,19.94
Sitapur,2023-12-09,5.66,4.7,7.57,9.35,69.0,4.6,23.2,5,0.422,28.3
Malegaon,2023-12-09,6.2,3.71,8.09,24.54,85.6,0.2,24.2,8,0.393,33.5
Bhimnagar,2023-12-10,6.93,1.0,9.71,9.12,38.1,0.0,21.6,3,0.225,7.57
Krishnapur,2023-12-10,6.62,3.8,7.98,7.78,44.8,7.8,26.3,4,0.218,18.55
Sundarpur,2023-12-10,7.38,6.38,6.13,20.8,113.9,0.2,23.4,8,0.603,53.46
Radhapur,2023-12-10,6.35,1.4,9.11,7.29,27.1,13.5,23.6,4,0.155,11.44
Morwada,2023-12-10,6.49,1.0,9.5,16.09,52.3,9.1,21.7,4,0.326,13.43
Ranjangaon,2023-12-10,5.91,3.27,7.89,11.53,53.4,7.9,22.3,5,0.259,24.49
Tulsipur,2023-12-10,6.57,8.43,5.28,13.16,152.9,7.4,20.7,10,0.771,60.24
Balkishan,2023-12-10,7.96,1.0,9.31,12.39,37.1,0.2,22.2,2,0.265,15.16
Salegaon,2023-12-10,7.29,1.0,8.83,9.66,180.0,3.5,20.1,12,0.846,40.44
Khandala,2023-12-10,6.99,1.0,8.78,17.0,45.4,19.9,22.0,4,0.264,12.67
Laxmipur,2023-12-11,6.99,7.09,6.16,7.75,95.4,8.8,22.5,9,0.462,44.28
Dhamangaon,2023-12-11,7.19,1.0,10.0,14.87,46.0,22.9,20.7,5,0.352,15.55
Ranjangaon,2023-12-11,7.42,1.0,9.04,7.45,25.2,12.6,22.6,3,0.159,6.35
Madhavpur,2023-12-11,8.29,1.27,8.59,6.17,10.5,3.1,20.3,3,0.222,6.69
Khandala,2023-12-11,6.89,2.45,7.76,10.68,54.3,16.8,20.5,4,0.377,18.87
Khandala,2023-12-12,7.93,6.21,6.46,8.37,74.4,14.6,24.4,7,0.339,36.7
Sitapur,2023-12-12,6.22,9.05,5.68,11.7,114.4,1.2,20.0,9,0.578,56.3
Devgaon,2023-12-12,6.68,1.0,9.02,20.73,83.6,67.3,20.0,10,0.482,26.91
Deulgaon,2023-12-12,7.69,10.0,5.73,10.14,113.9,7.4,22.4,8,0.551,63.69
Sonegaon,2023-12-12,6.72,2.33,8.93,22.0,72.6,20.4,20.0,8,0.428,25.63
Krishnapur,2023-12-12,7.92,1.65,8.59,15.24,41.7,16.7,21.2,6,0.281,12.86
Chikhali,2023-12-12,6.92,1.0,9.38,17.67,65.5,48.7,24.8,9,0.352,18.09
Madhavpur,2023-12-12,7.39,1.0,9.65,6.63,17.9,4.8,20.2,4,0.275,3.85
Sitapur,2023-12-13,6.59,1.0,10.0,8.29,41.8,9.9,21.3,5,0.261,8.91
Chandpur,2023-12-13,6.67,1.0,8.83,14.62,81.8,14.5,23.9,6,0.397,15.78
Umargaon,2023-12-13,6.19,1.0,9.55,14.32,39.0,15.3,20.5,6,0.3,8.26
Karanjgaon,2023-12-13,6.0,1.0,9.64,7.27,20.7,1.7,25.1,6,0.182,9.43
Bhavanipur,2023-12-13,6.94,1.24,10.0,5.3,8.5,1.2,22.8,3,0.196,1.61
Malegaon,2023-12-13,6.18,3.07,10.0,18.53,72.5,32.3,24.3,7,0.424,29.86
Wagholi,2023-12-14,6.91,1.0,9.73,9.37,18.8,11.0,21.5,1,0.201,4.27
Harinagar,2023-12-14,6.49,5.29,7.41,23.24,103.0,14.8,20.4,10,0.492,38.79
Balkishan,2023-12-14,6.89,1.0,10.0,8.23,78.6,10.4,21.7,9,0.459,15.31
Malegaon,2023-12-14,7.66,9.71,5.57,9.42,118.9,10.3,22.4,10,0.586,60.11
Nandgaon,2023-12-14,7.38,1.19,8.0,8.35,14.1,2.2,23.4,2,0.176,6.34
Belpur,2023-12-14,6.49,2.14,10.0,19.1,52.9,5.1,21.8,5,0.334,21.15
Nandgaon,2023-12-14,6.76,1.0,9.89,10.67,30.6,10.5,22.2,5,0.219,8.51
Wagholi,2023-12-14,5.66,3.84,6.84,7.43,48.5,3.2,22.2,4,0.239,21.22
Laxmipur,2023-12-14,7.56,7.97,5.12,7.87,83.2,6.7,22.3,6,0.448,45.75
Dhamangaon,2023-12-14,7.47,3.35,8.32,15.13,86.3,2.1,22.0,6,0.433,29.01
Morwada,2023-12-14,7.36,1.76,7.81,8.71,26.0,2.7,22.4,4,0.343,9.87
Salegaon,2023-12-15,7.6,5.12,6.33,10.15,74.2,12.6,24.4,6,0.456,36.48
Chikhali,2023-12-15,7.03,6.01,6.85,15.73,106.5,34.0,22.1,11,0.531,46.36
Dhamangaon,2023-12-15,7.27,1.62,9.68,39.96,124.7,23.7,21.8,9,0.551,41.02
Balkishan,2023-12-15,7.31,1.0,9.41,12.28,47.6,17.1,22.6,5,0.283,9.88
Sonegaon,2023-12-16,7.64,1.0,7.63,14.95,88.5,27.2,23.2,8,0.484,20.58
Umargaon,2023-12-16,6.56,2.96,9.68,28.5,104.1,4.5,22.4,12,0.522,40.41
Umargaon,2023-12-16,6.61,1.0,8.58,5.52,6.1,1.0,21.4,5,0.288,5.68
Sonegaon,2023-12-16,6.37,1.44,10.0,10.66,29.9,7.8,23.9,3,0.144,9.62
Chikhali,2023-12-16,7.07,1.58,8.96,16.59,53.9,12.7,20.9,5,0.279,15.45
Jawahar Nagar,2023-12-17,6.99,7.96,5.14,11.55,175.6,20.9,21.2,13,0.871,64.79
Jawahar Nagar,2023-12-17,6.75,2.97,9.55,18.92,88.2,28.3,21.4,7,0.417,28.32
Devgaon,2023-12-17,6.56,6.77,6.35,14.99,135.4,13.7,20.0,9,0.646,46.34
Dhamangaon,2023-12-17,5.68,8.96,4.35,12.68,114.0,30.8,23.9,12,0.567,57.93
Bhimnagar,2023-12-17,6.9,7.46,6.53,9.92,93.8,6.6,22.1,7,0.588,41.54
Belpur,2023-12-18,6.75,2.27,9.27,12.47,42.4,3.2,21.7,5,0.234,11.46
Devgaon,2023-12-18,7.29,8.73,4.57,7.95,95.1,16.0,20.0,9,0.426,51.75
Madhavpur,2023-12-18,6.18,1.0,8.34,14.21,50.7,18.6,22.6,5,0.258,14.18
Jawahar Nagar,2023-12-18,7.19,1.0,9.99,13.23,45.4,43.6,23.5,6,0.328,14.68
Dhamangaon,2023-12-18,6.83,2.45,8.34,12.66,61.5,45.1,22.1,6,0.39,25.27
Sonegaon,2023-12-18,5.88,2.04,8.41,16.36,42.2,0.9,23.6,4,0.25,16.68
Rampur,2023-12-18,6.85,6.16,7.18,10.88,103.9,4.7,21.3,8,0.564,41.93
Bhavanipur,2023-12-18,7.44,1.0,9.3,11.3,34.1,25.5,23.0,4,0.17,9.83
Jawahar Nagar,2023-12-19,6.17,1.06,9.13,9.0,19.0,12.9,20.8,3,0.185,6.37
Dhamangaon,2023-12-19,6.57,1.0,8.62,12.04,33.1,6.7,22.8,5,0.247,7.61
Ambegaon,2023-12-19,7.28,3.62,7.95,27.72,92.9,14.6,23.1,8,0.485,37.85
Sonegaon,2023-12-19,6.28,1.46,9.37,7.34,49.3,6.3,23.4,3,0.268,14.45
Shivgarh,2023-12-20,7.16,2.11,9.36,23.56,82.3,21.1,25.3,9,0.426,24.57
Harinagar,2023-12-20,5.67,10.0,5.19,8.82,112.9,7.2,23.3,8,0.532,59.92
Bhavanipur,2023-12-20,7.98,5.04,7.83,7.53,56.7,6.8,22.6,5,0.25,28.33
Chandpur,2023-12-20,7.21,1.74,8.07,18.37,62.1,12.4,21.2,6,0.385,21.52
Madhavpur,2023-12-20,7.07,2.69,8.72,17.18,75.2,52.1,23.4,6,0.378,24.46
Sonegaon,2023-12-20,7.26,1.11,9.72,22.82,52.1,9.9,22.7,4,0.256,15.33
Laxmipur,2023-12-20,6.62,1.0,8.18,15.6,32.2,4.2,21.0,4,0.189,8.92
Malegaon,2023-12-20,7.12,1.0,9.03,42.95,103.7,15.1,23.8,11,0.527,33.29
Jawahar Nagar,2023-12-20,6.97,1.68,8.73,7.37,33.9,8.0,20.5,5,0.195,12.99
Belpur,2023-12-21,7.58,1.0,9.02,9.22,17.7,3.1,22.8,2,0.2,6.32
Bhimnagar,2023-12-21,6.45,1.0,9.38,11.3,25.9,8.5,22.2,4,0.153,5.48
Ranjangaon,2023-12-21,6.34,1.99,7.6,10.94,55.7,34.6,20.9,6,0.343,19.97
Radhapur,2023-12-21,7.67,3.06,8.52,9.16,45.3,13.8,21.5,5,0.306,18.8
Morwada,2023-12-22,6.03,1.0,8.69,20.67,50.4,8.3,22.2,5,0.233,19.29
Balkishan,2023-12-22,6.83,1.13,7.82,45.4,167.9,22.2,22.0,16,0.792,47.85
Chikhali,2023-12-22,6.83,2.67,8.18,6.1,25.9,1.7,22.6,2,0.13,12.62
Malegaon,2023-12-22,7.11,4.0,8.99,35.79,136.1,9.1,24.5,10,0.569,51.33
Gopalnagar,2023-12-22,6.34,1.0,8.71,8.83,36.1,11.8,22.4,2,0.22,7.53
